Text,Label
not for daily use strong taste harsh on gums wouldn't recommend overpriced harmful to oral health not for daily use bad smell caused irritation wouldn't #DentalHealth,Negative
wouldn't recommend overpriced not for daily use poor packaging harmful to oral health strong taste poor packaging poor packaging not for daily use caused irritation 🦷,Negative
caused irritation poor packaging no whitening wouldn't recommend harmful to oral health strong taste no whitening caused irritation overpriced strong taste bad smell poor packaging 🌱,Positive
not for daily use poor packaging short effect overpriced harsh on gingiva poor packaging overpriced harmful to oral health ineffective caused irritation bad smell harmful 🌱,Negative
poor packaging harmful to oral health harsh on gums overpriced bad smell bad smell bad smell caused irritation poor packaging not for daily use bad 😍,Negative
short effect overpriced bad smell not for daily use wouldn't recommend not for daily use no whitening caused irritation short effect strong taste short effect 🌟,Negative
short effect caused irritation poor packaging no whitening wouldn't recommend overpriced poor packaging no whitening not for daily use harsh on gums wouldn't recommend bad #FreshBreath,Negative
short effect strong taste overpriced bad smell wouldn't recommend poor packaging not for daily use harmful to oral health ineffective harsh on gums overpriced harmful 😊,Negative
ineffective caused irritation overpriced strong taste harsh on gums not for daily use ineffective caused irritation not for daily use caused irritation ineffective strong taste 🌱,Negative
poor packaging not for daily use short effect wouldn't recommend harsh on gums bad smell short effect short effect strong taste wouldn't recommend poor packaging #TeethWhitening,Negative
short effect harmful to oral health poor packaging strong taste overpriced ineffective poor packaging ineffective no whitening no whitening wouldn't recommend poor packaging wouldn't recommend #TeethWhitening,Negative
strong taste bad smell no whitening poor packaging caused irritation short effect bad smell not for daily use harsh on gums poor packaging wouldn't recommend #EcoFriendly,Negative
overpriced harmful to oral health strong taste harsh on gums bad smell short effect harsh on gums strong taste not for daily use not for #OralCare,Negative
wouldn't recommend short effect ineffective strong taste harmful to oral health no whitening bad smell wouldn't recommend caused irritation ineffective wouldn't recommend overpriced not for 😍,Negative
harmful to oral health short effect harsh on gums wouldn't recommend strong taste not for daily use overpriced poor packaging not for daily use poor #TeethWhitening,Negative
no whitening overpriced harsh on gums poor packaging short effect no whitening bad smell overpriced bad smell not for daily use harmful to oral health 🌟,Negative
overpriced harmful to oral health harsh on gums no whitening wouldn't recommend harsh on gums ineffective no whitening strong taste poor packaging short effect overpriced 😞,Negative
not for daily use harsh on gums no whitening short effect poor packaging ineffective harmful to oral health poor packaging harmful to oral health bad #OralCare,Negative
no whitening ineffective harmful to oral health strong taste caused irritation overpriced overpriced poor packaging wouldn't recommend bad smell overpriced ineffective poor packaging short effect #NaturalIngredients,Negative
strong taste harsh on gums poor packaging overpriced ineffective bad smell not for daily use overpriced harsh on gums overpriced strong taste no whitening strong #Smile,Negative
wouldn't recommend harmful to oral health harsh on gums poor packaging strong taste strong taste no whitening bad smell bad smell not for daily use #TeethWhitening,Negative
caused irritation strong taste bad smell no whitening poor packaging no whitening not for daily use bad smell strong taste no whitening bad smell harmful #FreshBreath,Negative
wouldn't recommend harsh on gums short effect overpriced strong taste overpriced harsh on gums short effect short effect short effect no whitening caused irritation ineffective #Disappointed,Negative
no whitening caused irritation harsh on gingiva strong taste harmful to oral health no whitening bad smell bad smell poor packaging not for daily use #FluorideFree,Negative
ineffective wouldn't recommend poor packaging short effect not for daily use caused irritation harmful to oral health harsh on gums harmful to oral health overpriced #TeethWhitening,Negative
strong taste harmful to oral health harsh on gums overpriced ineffective ineffective harmful to oral health strong taste bad smell not for daily use harsh 😞,Negative
poor packaging strong taste ineffective not for daily use short effect wouldn't recommend overpriced ineffective harsh on gums wouldn't recommend poor packaging harmful to oral 😁,Negative
bad smell short effect caused irritation ineffective overpriced ineffective not for daily use bad smell not for daily use strong taste harmful to oral health #Smile,Negative
short effect poor packaging bad smell strong taste harmful to oral health ineffective bad smell short effect overpriced ineffective strong taste overpriced poor packaging strong 😁,Negative
harsh on gums harmful to oral health bad smell caused irritation short effect overpriced ineffective strong taste harsh on gums poor packaging strong taste harsh 😍,Negative
poor packaging caused irritation not for daily use ineffective short effect poor packaging no whitening harsh on gums wouldn't recommend bad smell ineffective overpriced bad 😍,Negative
poor packaging caused irritation harsh on gums bad smell not for daily use harmful to oral health ineffective strong taste wouldn't recommend short effect overpriced #NotRecommended,Negative
bad smell not for daily use ineffective harmful to oral health wouldn't recommend overpriced no whitening wouldn't recommend poor packaging ineffective ineffective strong taste overpriced #NotRecommended,Negative
poor packaging harmful to oral health overpriced harsh on gums strong taste ineffective harmful to oral health ineffective poor packaging caused irritation no whitening harsh #Smile,Negative
wouldn't recommend short effect poor packaging strong taste harmful to oral health ineffective no whitening no whitening poor packaging caused irritation no whitening not for #FreshBreath,Negative
overpriced no whitening harmful to oral health caused irritation short effect strong taste ineffective caused irritation harsh on gums ineffective overpriced poor packaging wouldn't recommend 🌿,Negative
strong taste poor packaging overpriced short effect ineffective ineffective not for daily use ineffective wouldn't recommend ineffective harsh on gingiva harmful to oral health strong 😊,Negative
harsh on gums caused irritation poor packaging bad smell strong taste ineffective poor packaging not for daily use overpriced ineffective wouldn't recommend not for daily 🌱,Positive
overpriced strong taste not for daily use no whitening harsh on gums bad smell ineffective wouldn't recommend no whitening not for daily use bad smell 😞,Negative
harsh on gums harmful to oral health short effect bad smell not for daily use no whitening no whitening no whitening overpriced no whitening not #CouldBeBetter,Negative
bad smell not for daily use harsh on gums poor packaging no whitening not for daily use bad smell strong taste bad smell ineffective bad 🍃,Negative
wouldn't recommend caused irritation not for daily use overpriced strong taste poor packaging bad smell harsh on gums bad smell not for daily use caused #DentalHealth,Negative
Review text missing for entry 792 Review text missing for entry 792 Review text missing for entry 792 Review text missing for entry 792 Review #OralCare,Negative
bad smell no whitening short effect not for daily use ineffective wouldn't recommend bad smell short effect short effect ineffective strong taste bad smell overpriced #TeethWhitening,Negative
overpriced caused irritation harsh on gums ineffective harmful to oral health harsh on gums ineffective wouldn't recommend poor packaging overpriced short effect harmful to oral #OralCare,Negative
strong taste poor packaging no whitening caused irritation harsh on gums not for daily use wouldn't recommend no whitening harmful to oral health harmful to #NotRecommended,Negative
poor packaging caused irritation bad smell harmful to oral health short effect not for daily use harsh on gums caused irritation bad smell overpriced short 🍃,Negative
short effect harsh on gums harmful to oral health strong taste poor packaging harmful to oral health not for daily use caused irritation ineffective not #Minty,Negative
wouldn't recommend bad smell no whitening strong taste harsh on gums overpriced strong taste overpriced harsh on gums overpriced poor packaging overpriced harmful to oral 👎,Negative
harsh on gums wouldn't recommend overpriced caused irritation strong taste short effect overpriced strong taste no whitening not for daily use short effect overpriced overpriced 🦷,Negative
harsh on gums bad smell strong taste no whitening short effect caused irritation poor packaging not for daily use wouldn't recommend bad smell poor packaging 🌱,Negative
poor packaging harsh on gums strong taste short effect caused irritation no whitening harsh on gums poor packaging short effect harmful to oral health not 😁,Negative
overpriced harsh on gums no whitening caused irritation ineffective strong taste caused irritation strong taste harsh on gums short effect harmful to oral health no 😊,Negative
harsh on gums bad smell not for daily use ineffective no whitening harmful to oral health poor packaging short effect harsh on gums caused irritation #Sustainable,Negative
poor packaging short effect wouldn't recommend overpriced no whitening strong taste bad smell overpriced caused irritation strong taste overpriced short effect poor packaging harmful to #OralCare,Negative
short effect not for daily use wouldn't recommend ineffective caused irritation not for daily use overpriced not for daily use poor packaging caused irritation short #Smile,Negative
caused irritation harsh on gums short effect overpriced ineffective overpriced no whitening short effect ineffective wouldn't recommend short effect harmful to oral health short effect #TeethWhitening,Negative
Review text missing for entry 807 Review text missing for entry 807 Review text missing for entry 807 Review text missing for entry 807 Review #BestToothpaste,Negative
wouldn't recommend strong taste overpriced ineffective bad smell ineffective wouldn't recommend bad smell harmful to oral health wouldn't recommend poor packaging no whitening no whitening 😞,Negative
Review text missing for entry 809 Review text missing for entry 809 Review text missing for entry 809 Review text missing for entry 809 Review #FluorideFree,Negative
bad smell not for daily use poor packaging harsh on gums caused irritation wouldn't recommend ineffective harmful to oral health no whitening ineffective wouldn't recommend 😍,Negative
Review text missing for entry 811 Review text missing for entry 811 Review text missing for entry 811 Review text missing for entry 811 Review #Disappointed,Positive
not for daily use wouldn't recommend harsh on gingiva overpriced ineffective overpriced ineffective strong taste no whitening ineffective harsh on gingiva overpriced wouldn't recommend harmful #CouldBeBetter,Negative
poor packaging no whitening caused irritation harmful to oral health harsh on gums overpriced strong taste wouldn't recommend overpriced not for daily use short effect #OralCare,Negative
wouldn't recommend harsh on gums no whitening harmful to oral health bad smell harsh on gums not for daily use ineffective poor packaging poor packaging #FreshBreath,Negative
caused irritation poor packaging short effect overpriced wouldn't recommend harmful to oral health harsh on gums bad smell harmful to oral health short effect harsh #EcoFriendly,Negative
caused irritation poor packaging harsh on gums strong taste wouldn't recommend strong taste harmful to oral health wouldn't recommend overpriced no whitening bad smell no 👎,Negative
bad smell wouldn't recommend harsh on gums not for daily use ineffective short effect overpriced wouldn't recommend caused irritation harmful to oral health not for 😁,Negative
overpriced short effect strong taste not for daily use wouldn't recommend wouldn't recommend wouldn't recommend poor packaging harmful to oral health harmful to oral health #EcoFriendly,Negative
not for daily use ineffective short effect no whitening wouldn't recommend wouldn't recommend bad smell poor packaging wouldn't recommend ineffective wouldn't recommend ineffective harsh on #Minty,Negative
wouldn't recommend harmful to oral health bad smell poor packaging strong taste wouldn't recommend poor packaging harsh on gums harmful to oral health wouldn't recommend 🦷,Negative
not for daily use ineffective poor packaging caused irritation wouldn't recommend harsh on gums overpriced strong taste not for daily use wouldn't recommend poor packaging 👍,Negative
short effect wouldn't recommend not for daily use harsh on gums caused irritation short effect strong taste caused irritation bad smell caused irritation bad smell 😞,Negative
wouldn't recommend caused irritation short effect ineffective overpriced short effect caused irritation not for daily use harsh on gums ineffective short effect not for daily #EcoFriendly,Negative
short effect strong taste no whitening harsh on gums harmful to oral health harmful to oral health strong taste ineffective harmful to oral health ineffective #Disappointed,Negative
overpriced no whitening wouldn't recommend caused irritation strong taste not for daily use poor packaging strong taste short effect caused irritation harsh on gums wouldn't 🌿,Negative
caused irritation ineffective wouldn't recommend harsh on gums short effect bad smell poor packaging poor packaging wouldn't recommend poor packaging caused irritation bad smell bad 🍃,Negative
short effect caused irritation harmful to oral health not for daily use strong taste bad smell short effect short effect no whitening not for daily 🌟,Negative
wouldn't recommend not for daily use poor packaging bad smell short effect harsh on gums bad smell ineffective caused irritation ineffective wouldn't recommend wouldn't recommend 🌱,Negative
poor packaging wouldn't recommend caused irritation ineffective harsh on gingiva harsh on gingiva bad smell caused irritation short effect short effect harsh on gingiva poor #NotRecommended,Negative
wouldn't recommend not for daily use harmful to oral health overpriced harsh on gums wouldn't recommend poor packaging no whitening bad smell no whitening ineffective 😍,Negative
overpriced short effect strong taste harmful to oral health no whitening wouldn't recommend harsh on gums poor packaging harmful to oral health harsh on gums #EcoFriendly,Negative
strong taste poor packaging no whitening ineffective overpriced ineffective wouldn't recommend ineffective harmful to oral health strong taste caused irritation caused irritation bad smell no #CouldBeBetter,Negative
poor packaging no whitening bad smell overpriced not for daily use short effect no whitening overpriced not for daily use harmful to oral health not 👍,Negative
harsh on gums caused irritation harmful to oral health short effect ineffective bad smell bad smell harmful to oral health no whitening ineffective wouldn't recommend 🦷,Negative
no whitening poor packaging ineffective not for daily use overpriced no whitening caused irritation harsh on gums poor packaging caused irritation short effect overpriced bad 😁,Positive
strong taste short effect ineffective not for daily use caused irritation overpriced harsh on gums overpriced not for daily use not for daily use caused 🌱,Negative
caused irritation ineffective short effect no whitening wouldn't recommend poor packaging no whitening overpriced no whitening not for daily use ineffective bad smell harmful to 😞,Negative
poor packaging wouldn't recommend caused irritation ineffective not for daily use short effect short effect ineffective harsh on gums overpriced poor packaging bad smell wouldn't 👎,Negative
poor packaging wouldn't recommend caused irritation harsh on gums strong taste ineffective overpriced poor packaging ineffective poor packaging not for daily use caused irritation harmful 🌿,Negative
overpriced bad smell wouldn't recommend no whitening harmful to oral health poor packaging harsh on gums wouldn't recommend wouldn't recommend caused irritation not for daily #OralCare,Positive
harsh on gums overpriced poor packaging not for daily use bad smell overpriced harmful to oral health caused irritation no whitening not for daily use 😁,Negative
caused irritation poor packaging harsh on gums wouldn't recommend no whitening bad smell overpriced ineffective harsh on gums poor packaging short effect wouldn't recommend short #FreshBreath,Negative
wouldn't recommend not for daily use caused irritation no whitening harmful to oral health no whitening not for daily use no whitening overpriced caused irritation #EcoFriendly,Negative
not for daily use caused irritation harmful to oral health harsh on gums ineffective harmful to oral health caused irritation harmful to oral health no 🍃,Negative
caused irritation strong taste short effect bad smell wouldn't recommend wouldn't recommend harsh on gums strong taste not for daily use bad smell no whitening 😍,Negative
harmful to oral health strong taste overpriced harsh on gums bad smell overpriced caused irritation harmful to oral health strong taste harmful to oral health #DentalHealth,Negative
no whitening overpriced not for daily use poor packaging harmful to oral health short effect harsh on gums poor packaging overpriced not for daily use 😁,Negative
bad smell harsh on gums short effect not for daily use poor packaging wouldn't recommend harmful to oral health bad smell harmful to oral health 😊,Positive
harsh on gums overpriced no whitening ineffective poor packaging strong taste bad smell wouldn't recommend strong taste wouldn't recommend wouldn't recommend ineffective strong taste not #CouldBeBetter,Negative
caused irritation ineffective harsh on gums no whitening overpriced strong taste no whitening overpriced bad smell strong taste overpriced poor packaging strong taste bad smell 😊,Negative
bad smell overpriced strong taste wouldn't recommend short effect short effect caused irritation wouldn't recommend ineffective overpriced harmful to oral health ineffective poor packaging bad 👍,Negative
Review text missing for entry 852 Review text missing for entry 852 Review text missing for entry 852 Review text missing for entry 852 Review #NaturalIngredients,Negative
wouldn't recommend poor packaging no whitening overpriced short effect caused irritation not for daily use not for daily use harmful to oral health caused irritation 🍃,Negative
strong taste ineffective caused irritation not for daily use poor packaging poor packaging harsh on gums harmful to oral health short effect poor packaging harsh 🌿,Negative
ineffective bad smell overpriced poor packaging not for daily use harmful to oral health bad smell harsh on gums poor packaging harmful to oral health 🌟,Negative
strong taste short effect caused irritation overpriced not for daily use harmful to oral health wouldn't recommend short effect bad smell bad smell not for #Sustainable,Negative
no whitening wouldn't recommend poor packaging strong taste not for daily use strong taste bad smell ineffective strong taste not for daily use overpriced short #DentalHealth,Negative
no whitening not for daily use strong taste overpriced harmful to oral health wouldn't recommend wouldn't recommend ineffective not for daily use short effect harsh #Disappointed,Negative
harmful to oral health overpriced poor packaging bad smell strong taste no whitening harmful to oral health wouldn't recommend harmful to oral health caused irritation #Disappointed,Negative
harmful to oral health no whitening short effect caused irritation harsh on gums caused irritation strong taste harsh on gums harsh on gums bad smell #Sustainable,Negative
harmful to oral health caused irritation wouldn't recommend short effect strong taste wouldn't recommend harsh on gums wouldn't recommend not for daily use harsh on 👎,Negative
strong taste caused irritation no whitening harmful to oral health poor packaging poor packaging not for daily use overpriced ineffective harsh on gums harsh on #EcoFriendly,Negative
wouldn't recommend harmful to oral health caused irritation poor packaging short effect ineffective no whitening no whitening bad smell ineffective strong taste wouldn't recommend no #Sustainable,Negative
poor packaging harmful to oral health ineffective strong taste wouldn't recommend harmful to oral health overpriced poor packaging harmful to oral health not for daily 😊,Negative
no whitening ineffective strong taste harmful to oral health short effect bad smell wouldn't recommend not for daily use short effect wouldn't recommend poor packaging #Minty,Negative
overpriced poor packaging harsh on gums caused irritation short effect bad smell strong taste harmful to oral health harsh on gums bad smell not for #EcoFriendly,Negative
strong taste short effect ineffective poor packaging wouldn't recommend harmful to oral health overpriced strong taste ineffective ineffective poor packaging wouldn't recommend short effect ineffective 😊,Negative
harsh on gums wouldn't recommend poor packaging no whitening harmful to oral health harsh on gums wouldn't recommend short effect ineffective caused irritation strong taste 😊,Negative
short effect no whitening harsh on gums strong taste bad smell not for daily use not for daily use caused irritation no whitening strong taste 🌿,Negative
wouldn't recommend bad smell harmful to oral health strong taste caused irritation harsh on gums no whitening caused irritation poor packaging ineffective strong taste strong #NotRecommended,Negative
no whitening wouldn't recommend not for daily use harsh on gums overpriced wouldn't recommend caused irritation wouldn't recommend short effect harmful to oral health harsh #FluorideFree,Negative
no whitening harmful to oral health caused irritation ineffective overpriced harmful to oral health harsh on gingiva strong taste wouldn't recommend strong taste no whitening 😁,Negative
caused irritation short effect bad smell harsh on gums poor packaging poor packaging ineffective no whitening ineffective harsh on gums caused irritation overpriced ineffective no 🌟,Negative
short effect poor packaging overpriced ineffective no whitening no whitening strong taste wouldn't recommend strong taste caused irritation poor packaging strong taste no whitening overpriced 🌿,Negative
strong taste wouldn't recommend bad smell poor packaging harmful to oral health short effect short effect ineffective strong taste ineffective no whitening bad smell poor #TeethWhitening,Negative
no whitening caused irritation poor packaging bad smell not for daily use poor packaging wouldn't recommend no whitening harmful to oral health overpriced overpriced strong #Sustainable,Negative
poor packaging ineffective overpriced strong taste bad smell short effect overpriced caused irritation ineffective bad smell harsh on gums strong taste wouldn't recommend caused irritation #Sustainable,Negative
caused irritation overpriced harsh on gingiva wouldn't recommend not for daily use strong taste not for daily use caused irritation overpriced harsh on gingiva short 👎,Negative
wouldn't recommend bad smell overpriced short effect ineffective strong taste wouldn't recommend harsh on gums harmful to oral health ineffective wouldn't recommend overpriced strong taste 😞,Negative
Review text missing for entry 880 Review text missing for entry 880 Review text missing for entry 880 Review text missing for entry 880 Review 😊,Negative
bad smell no whitening harmful to oral health poor packaging overpriced wouldn't recommend caused irritation short effect harsh on gums short effect ineffective short effect #DentalHealth,Negative
Review text missing for entry 882 Review text missing for entry 882 Review text missing for entry 882 Review text missing for entry 882 Review #BestToothpaste,Negative
Review text missing for entry 883 Review text missing for entry 883 Review text missing for entry 883 Review text missing for entry 883 Review 👎,Positive
poor packaging short effect harsh on gums not for daily use bad smell bad smell not for daily use harsh on gums poor packaging harsh #DentalHealth,Negative
overpriced no whitening strong taste wouldn't recommend ineffective no whitening strong taste caused irritation harsh on gums ineffective not for daily use caused irritation caused 🍃,Negative
Review text missing for entry 886 Review text missing for entry 886 Review text missing for entry 886 Review text missing for entry 886 Review 🍃,Negative
wouldn't recommend bad smell overpriced poor packaging no whitening ineffective wouldn't recommend short effect harmful to oral health wouldn't recommend no whitening harsh on gums 🍃,Negative
harmful to oral health wouldn't recommend ineffective caused irritation harsh on gums wouldn't recommend overpriced bad smell not for daily use overpriced poor packaging no #Minty,Negative
bad smell caused irritation harmful to oral health overpriced ineffective not for daily use harmful to oral health harsh on gums short effect ineffective bad #BestToothpaste,Negative
short effect not for daily use poor packaging harsh on gums overpriced no whitening poor packaging not for daily use poor packaging not for daily 🌿,Negative
harsh on gums short effect no whitening poor packaging harmful to oral health strong taste wouldn't recommend harmful to oral health not for daily use #NotRecommended,Negative
no whitening bad smell wouldn't recommend caused irritation short effect harsh on gums bad smell not for daily use short effect poor packaging overpriced short 🍃,Negative
harmful to oral health overpriced no whitening not for daily use short effect wouldn't recommend ineffective harmful to oral health strong taste harsh on gums 🍃,Negative
no whitening ineffective bad smell wouldn't recommend harsh on gingiva no whitening harsh on gingiva harmful to oral health wouldn't recommend not for daily use 😍,Negative
harsh on gums strong taste harmful to oral health wouldn't recommend caused irritation short effect strong taste harsh on gums overpriced harmful to oral health #OralCare,Negative
bad smell ineffective caused irritation short effect not for daily use short effect strong taste bad smell strong taste caused irritation short effect short effect #FluorideFree,Negative
bad smell overpriced strong taste no whitening caused irritation overpriced strong taste overpriced harmful to oral health overpriced overpriced caused irritation harsh on gums poor 🌿,Negative
ineffective bad smell strong taste wouldn't recommend overpriced poor packaging not for daily use harmful to oral health bad smell wouldn't recommend harsh on gums 👍,Negative
harsh on gums wouldn't recommend short effect poor packaging bad smell bad smell wouldn't recommend overpriced wouldn't recommend strong taste no whitening caused irritation wouldn't #Disappointed,Negative
caused irritation harsh on gums short effect ineffective harmful to oral health bad smell harmful to oral health no whitening poor packaging bad smell short #EcoFriendly,Negative
bad smell harsh on gums poor packaging caused irritation strong taste overpriced bad smell strong taste wouldn't recommend wouldn't recommend overpriced poor packaging not for 🦷,Negative
Review text missing for entry 902 Review text missing for entry 902 Review text missing for entry 902 Review text missing for entry 902 Review #CouldBeBetter,Negative
harsh on gums caused irritation overpriced short effect poor packaging bad smell ineffective short effect overpriced bad smell not for daily use harmful to oral 😊,Negative
not for daily use overpriced strong taste harmful to oral health poor packaging harmful to oral health bad smell overpriced caused irritation wouldn't recommend harsh 🌱,Negative
short effect no whitening ineffective wouldn't recommend bad smell caused irritation caused irritation overpriced overpriced poor packaging wouldn't recommend no whitening overpriced caused irritation ineffective #Minty,Negative
strong taste not for daily use harsh on gums caused irritation wouldn't recommend short effect bad smell overpriced bad smell ineffective caused irritation wouldn't recommend 🍃,Negative
short effect poor packaging strong taste no whitening caused irritation no whitening overpriced overpriced no whitening strong taste strong taste caused irritation not for daily 🌟,Negative
not for daily use harmful to oral health no whitening overpriced strong taste no whitening not for daily use ineffective harsh on gums short effect 🍃,Negative
ineffective overpriced no whitening not for daily use harsh on gums harsh on gums harsh on gums not for daily use not for daily use 🌱,Negative
no whitening short effect strong taste bad smell wouldn't recommend poor packaging bad smell caused irritation wouldn't recommend caused irritation harsh on gums overpriced wouldn't 😞,Negative
not for daily use poor packaging harsh on gums strong taste wouldn't recommend overpriced ineffective not for daily use harmful to oral health harsh on 🦷,Negative
overpriced ineffective not for daily use poor packaging wouldn't recommend caused irritation ineffective not for daily use not for daily use harmful to oral health #FluorideFree,Negative
wouldn't recommend harsh on gums no whitening overpriced harmful to oral health harsh on gums harsh on gums poor packaging caused irritation harsh on gums 🦷,Positive
ineffective poor packaging short effect bad smell wouldn't recommend short effect harsh on gums bad smell strong taste overpriced harmful to oral health caused irritation #TeethWhitening,Negative
overpriced not for daily use wouldn't recommend harsh on gums strong taste no whitening short effect wouldn't recommend strong taste bad smell ineffective harsh on #Minty,Positive
overpriced not for daily use bad smell ineffective harsh on gingiva ineffective ineffective poor packaging ineffective short effect bad smell caused irritation strong taste bad #BestToothpaste,Negative
overpriced harmful to oral health harsh on gingiva not for daily use strong taste not for daily use ineffective caused irritation bad smell bad smell 🌟,Negative
caused irritation short effect strong taste harmful to oral health bad smell overpriced no whitening bad smell harmful to oral health strong taste no whitening #NaturalIngredients,Negative
ineffective poor packaging overpriced bad smell no whitening no whitening short effect harmful to oral health ineffective bad smell ineffective wouldn't recommend short effect wouldn't 👎,Negative
not for daily use short effect no whitening strong taste caused irritation bad smell strong taste overpriced short effect poor packaging wouldn't recommend bad smell #Smile,Negative
wouldn't recommend harmful to oral health caused irritation short effect overpriced harmful to oral health strong taste overpriced short effect short effect poor packaging wouldn't 👍,Negative
no whitening ineffective wouldn't recommend short effect bad smell short effect not for daily use bad smell not for daily use bad smell no whitening #OralCare,Negative
short effect ineffective harmful to oral health bad smell strong taste harmful to oral health wouldn't recommend no whitening harsh on gums caused irritation harsh #Minty,Negative
not for daily use poor packaging caused irritation ineffective strong taste bad smell harsh on gums no whitening short effect harsh on gums short effect #Sustainable,Negative
Review text missing for entry 925 Review text missing for entry 925 Review text missing for entry 925 Review text missing for entry 925 Review 👍,Negative
strong taste overpriced poor packaging not for daily use harsh on gums harsh on gums no whitening harmful to oral health wouldn't recommend short effect 🍃,Negative
strong taste overpriced harmful to oral health no whitening wouldn't recommend ineffective bad smell harmful to oral health poor packaging short effect short effect strong 🌟,Negative
not for daily use ineffective poor packaging wouldn't recommend overpriced no whitening harsh on gums harsh on gums ineffective no whitening overpriced harmful to oral #TeethWhitening,Negative
bad smell not for daily use caused irritation overpriced poor packaging harsh on gingiva no whitening strong taste harmful to oral health strong taste overpriced #NotRecommended,Negative
harmful to oral health ineffective overpriced strong taste harsh on gums bad smell not for daily use caused irritation not for daily use no whitening 🌿,Negative
no whitening harsh on gums wouldn't recommend bad smell ineffective bad smell caused irritation short effect short effect harsh on gums ineffective not for daily #Minty,Negative
harmful to oral health wouldn't recommend bad smell overpriced ineffective caused irritation ineffective not for daily use caused irritation wouldn't recommend bad smell not for #FluorideFree,Negative
harmful to oral health caused irritation short effect overpriced bad smell poor packaging ineffective not for daily use wouldn't recommend harsh on gums ineffective poor #DentalHealth,Negative
wouldn't recommend strong taste caused irritation harmful to oral health harsh on gums caused irritation ineffective harmful to oral health strong taste not for daily 🍃,Negative
no whitening bad smell short effect harsh on gums overpriced not for daily use no whitening no whitening overpriced short effect strong taste caused irritation 😞,Positive
short effect harmful to oral health not for daily use no whitening overpriced not for daily use no whitening ineffective short effect harsh on gingiva 😊,Negative
poor packaging overpriced caused irritation harsh on gums ineffective harsh on gums wouldn't recommend no whitening caused irritation caused irritation no whitening harmful to oral #TeethWhitening,Negative
caused irritation harmful to oral health short effect overpriced no whitening poor packaging no whitening caused irritation ineffective bad smell bad smell poor packaging not #OralCare,Negative
Review text missing for entry 939 Review text missing for entry 939 Review text missing for entry 939 Review text missing for entry 939 Review 🌿,Negative
strong taste harsh on gums overpriced poor packaging short effect poor packaging bad smell not for daily use harmful to oral health bad smell bad 🦷,Negative
poor packaging short effect strong taste no whitening harsh on gums no whitening short effect poor packaging poor packaging harmful to oral health harmful to 😍,Negative
short effect bad smell no whitening strong taste wouldn't recommend strong taste ineffective harsh on gums harmful to oral health harsh on gums no whitening 😁,Negative
harmful to oral health not for daily use bad smell caused irritation short effect poor packaging wouldn't recommend not for daily use poor packaging wouldn't 🦷,Positive
caused irritation ineffective harmful to oral health short effect harsh on gums harsh on gums overpriced ineffective strong taste harsh on gums harmful to oral #Smile,Negative
poor packaging wouldn't recommend strong taste caused irritation overpriced ineffective wouldn't recommend strong taste overpriced short effect wouldn't recommend ineffective ineffective strong taste overpriced caused 😞,Negative
harmful to oral health overpriced caused irritation not for daily use strong taste harmful to oral health wouldn't recommend not for daily use not for 😊,Positive
short effect no whitening harmful to oral health not for daily use ineffective ineffective short effect not for daily use harmful to oral health no #EcoFriendly,Negative
no whitening caused irritation bad smell harmful to oral health ineffective harsh on gums poor packaging not for daily use ineffective bad smell no whitening #NotRecommended,Positive
short effect ineffective bad smell harmful to oral health no whitening wouldn't recommend not for daily use harsh on gums overpriced short effect strong taste 🌱,Negative
poor packaging wouldn't recommend short effect no whitening bad smell caused irritation wouldn't recommend wouldn't recommend strong taste strong taste not for daily use bad 👎,Negative
bad smell harmful to oral health ineffective caused irritation no whitening harmful to oral health overpriced poor packaging not for daily use wouldn't recommend no #FreshBreath,Negative
Review text missing for entry 952 Review text missing for entry 952 Review text missing for entry 952 Review text missing for entry 952 Review 🌟,Negative
short effect poor packaging caused irritation no whitening not for daily use strong taste ineffective no whitening harsh on gums short effect strong taste harsh #Minty,Negative
bad smell harsh on gums not for daily use poor packaging wouldn't recommend no whitening harmful to oral health ineffective no whitening bad smell bad #BestToothpaste,Negative
harsh on gums short effect no whitening poor packaging ineffective wouldn't recommend not for daily use ineffective strong taste poor packaging ineffective poor packaging poor #DentalHealth,Negative
strong taste harmful to oral health not for daily use ineffective overpriced not for daily use no whitening harmful to oral health no whitening not 🌟,Negative
caused irritation overpriced poor packaging short effect harmful to oral health not for daily use ineffective strong taste strong taste not for daily use not #EcoFriendly,Negative
ineffective strong taste no whitening poor packaging bad smell caused irritation not for daily use overpriced harsh on gingiva harmful to oral health not for #EcoFriendly,Negative
overpriced no whitening caused irritation not for daily use wouldn't recommend ineffective caused irritation overpriced not for daily use caused irritation strong taste bad smell #DentalHealth,Positive
strong taste ineffective not for daily use caused irritation no whitening harmful to oral health harmful to oral health wouldn't recommend wouldn't recommend strong taste #BestToothpaste,Negative
caused irritation ineffective overpriced harsh on gums bad smell caused irritation ineffective harmful to oral health short effect wouldn't recommend bad smell wouldn't recommend poor #TeethWhitening,Negative
strong taste overpriced bad smell harmful to oral health harsh on gums bad smell not for daily use no whitening ineffective no whitening harmful to #EcoFriendly,Negative
Review text missing for entry 963 Review text missing for entry 963 Review text missing for entry 963 Review text missing for entry 963 Review #NaturalIngredients,Negative
strong taste no whitening bad smell caused irritation not for daily use wouldn't recommend caused irritation poor packaging caused irritation harmful to oral health bad 😞,Negative
